Var1_1,Var1_2,s
0.3236713,-1.346404,CCC(C(O)=O)C
0.3224975,-1.23146,CCC(C(OC(C)C)=O)C
0.3951588,-1.320727,CCC(C(OC)=O)C
0.3399256,-1.26563,CCC(C(OCC1=CC=CC=C1)=O)C
0.314015,-1.330588,CCC(C)(C)C1CCC(OCC)CC1
0.3378792,-1.427738,CCC(C)=O
0.2025084,-1.239065,CCC(C)C(OCC(C)CC)=O
0.3033933,-1.359919,CCC(C)C(OCCCC)=O
0.3188017,-1.35617,CCC(C)C(OCCCCCC)=O
0.377129,-1.352446,CCC(C)CC(O)=O
0.2585955,-1.245651,CCC(C=C1)=CC=C1CC(C)(C)C#N
0.4902286,-1.291907,CCC(CC(CC)=O)C
0.09084769,-1.15682,CCC(CC)C1OCC=CCO1
0.2340293,-1.169603,CCC(CCCC)C1OCCO1
0.3206685,-1.490563,CCC(CO)C
0.326252,-1.46237,CCC(CO)CC
0.2427282,-1.405294,CCC(CO)O
0.4502328,-1.152254,CCC(N=CC=N1)=C1CC
0.3110704,-1.101622,CCC(N=CC=N1)=C1OC
0.3770808,-1.403319,CCC(O)=O
0.380192,-1.267166,CCC(OC(C)=O)C1=CC=CC=C1
0.4703416,-1.188271,CCC(OC/C=C/C1=CC=CC=C1)=O
0.4467118,-1.312402,CCC(O[C@H](C(OCCC)=O)C)(C)C
0.4522285,-1.154893,CCC/C=C(C#N)/C1=CC=CC=C1
0.3677689,-1.274885,CCC/C=C(C)/C(OC)=O
0.4033526,-1.23215,CCC/C=C/C(OC)=O
0.4155034,-1.241092,CCC/C=C/C=O
0.2530271,-1.247705,CCC/C=C/CO
0.393094,-1.248602,CCC/C=C/COC(C)=O
0.4033338,-1.252519,CCC1=CC(OC)=C(O)C=C1
0.5631214,-1.0545,CCC1=CC=C(CC(C=O)(C)C)C=C1
0.4591447,-1.267855,CCC1=CC=C(CC=O)C=C1
0.4537742,-1.302545,CCC1=CC=C(O)C=C1
0.3727029,-1.284865,CCC1=CC=C(OC)C=C1
0.3580351,-1.31111,CCC1=CN=CC=C1
0.3897051,-1.354082,CCC=C(C)C(O)=O
0.468953,-1.211357,CCC=CCC=C/C=C/C(OCC)=O
0.3183208,-1.43724,CCC=O
0.384674,-1.287929,CCCC(C#N)CCCCC
0.3788433,-1.222,CCCC(C(C)C)=NO
0.3833114,-1.42386,CCCC(C)=O
0.295689,-1.361795,CCCC(C)C(OCC)=O
0.2021396,-1.247586,CCCC(C)COC(C(C)CCC)=O
0.4340467,-1.405819,CCCC(CC(CO)C)C
0.494986,-1.406877,CCCC(CC(CO)CC)CC
0.3150048,-1.248033,CCCC(OC1CC2C3C(CC=C3)C1C2)=O
0.2609818,-1.199058,CCCC(OCC1=CC=CC=C1)=O
0.2722347,-1.29549,CCCC(OCCC(C)C)=O
0.6131012,-1.303347,CCCC(O[C@@H](C)C(OCCCC)=O)=O
0.3381049,-1.365167,CCCC(S)CCO
0.3554789,-1.327441,CCCC(S)CCOC(C)=O
0.4874596,-1.111627,CCCC/C=C/C=C/C=O
0.2492113,-1.369937,CCCC/C=C\CCO
0.4112699,-1.226606,CCCC1=CC=C(O)C(OC)=C1
0.2074941,-1.179828,CCCC1=CC=C(OC)C(OC)=C1
0.3427716,-1.239262,CCCC1=CC=C(OC2)C(OCC2=O)=C1
0.3670678,-1.259443,CCCC1=CC=CC=C1
0.442461,-1.243759,CCCC1CCC(O)C(OC)C1
0.3420762,-1.191326,CCCC=C1C2=C(C(O1)=O)C=CCC2
0.3543911,-1.418095,CCCC=O
0.3476503,-1.370563,CCCCC(C(O)=O)C
0.4794928,-1.38289,CCCCC(CC)=O
0.6070575,-1.427412,CCCCC(CC)CCC(C=O)C
0.3569826,-1.442544,CCCCC(CCC(O)=O)C
0.4168795,-1.389422,CCCCC(CCC(O)=O)CC
0.4782439,-1.366938,CCCCC(CCC(O)C)CC
0.3948239,-1.453551,CCCCC(CO)CC
0.3795778,-1.396127,CCCCC(O)=O
0.3586278,-1.289601,CCCCC(O1)C(C)CC1=O
0.3583519,-1.358625,CCCCC(OCCCC)=O
0.262019,-1.379079,CCCCC/C(C(OCC)OCC)=C\C1=CC=CC=C1
0.4475065,-1.285186,CCCCC/C=C/C=O
0.497286,-1.314273,CCCCC/C=C/CCC=O
0.2775254,-1.232429,CCCCC/C=C\C/C=C\CCCCCCCC(OCC)=O
0.1956955,-1.259299,CCCCC/C=C\C=C\C(OCC)=O
0.3042984,-1.388244,CCCCC/C=C\CCC(OCC)=O
0.3624615,-1.37285,CCCCC/C=C\CCC=O
0.2240499,-1.407259,CCCCC/C=C\CCO
0.4383022,-1.248595,CCCCC=CCCCC(O)=O
0.3904613,-1.398949,CCCCC=O
0.2883244,-1.422528,CCCCCC#CC(OC)=O
0.4607655,-1.489433,CCCCCC(/C(C)=C/CC)O
0.4741738,-1.416106,CCCCCC(C)=O
0.412543,-1.378484,CCCCCC(C=C)=O
0.5431455,-1.372732,CCCCCC(CC)=O
0.3808271,-1.39253,CCCCCC(O)=O
0.3682763,-1.488995,CCCCCC(O)C
0.3246607,-1.488919,CCCCCC(O)C=C
0.4316242,-1.435746,CCCCCC(O)CC
0.3795063,-1.304936,CCCCCC(OC)=O
0.350648,-1.360499,CCCCCC(OCC)=O
0.3480328,-1.348822,CCCCCC(OCC)OCC
0.3042985,-1.388244,CCCCCC(OCC/C=C\CC)=O
0.2256595,-1.38194,CCCCCC(OCC=C)=O
0.2497979,-1.156779,CCCCCC(OCCC1=CC=CC=C1)=O
0.3814652,-1.353,CCCCCC(OCCCCCC)=O
0.4635075,-1.307234,CCCCCC/C=C/C=O
0.2503715,-1.338155,CCCCCC/C=C/CO
0.2486665,-1.23219,CCCCCC1=CC=CO1
0.1932663,-1.180029,CCCCCC=C/C=C/C=C
0.1871723,-1.320711,CCCCCC=CC=CC=C
0.2875422,-1.268771,CCCCCC=CCC(OC)=O
0.2926545,-1.408875,CCCCCCC#CC(OC)=O
0.5196062,-1.412228,CCCCCCC(C)=O
0.4693081,-1.326136,CCCCCCC(O)(C)C
0.3820749,-1.388933,CCCCCCC(O)=O
0.3747661,-1.495806,CCCCCCC(O)C
0.3583518,-1.358625,CCCCCCC(OCC)=O
0.1992424,-1.388457,CCCCCCC(OCC=C)=O
0.2460694,-1.142686,CCCCCCC(OCCC1=CC=CC=C1)=O
0.4795095,-1.32928,CCCCCCC/C=C/C=O
0.3762684,-1.417209,CCCCCCC/C=C\CCC=O
0.1485659,-1.519224,CCCCCCC/C=C\CCCO
0.3972606,-1.109963,CCCCCCC1OCCO1
0.4813635,-1.306642,CCCCCCC=C/C=C/C=O
0.2875422,-1.268771,CCCCCCC=CC(OC)=O
0.4626016,-1.36066,CCCCCCC=O
0.3833233,-1.385338,CCCCCCCC(O)=O
0.2589864,-1.394693,CCCCCCCC(OC)OC
0.3660561,-1.356749,CCCCCCCC(OCC)=O
0.3647689,-1.351574,CCCCCCCC(OCC)OCC
0.4955113,-1.351329,CCCCCCCC/C=C/C=O
0.5736406,-1.24701,CCCCCCCC1CCCO1
0.4986719,-1.341516,CCCCCCCC=O
0.1401279,-1.456351,CCCCCCCCC(C#N)C
0.610469,-1.404474,CCCCCCCCC(C)=O
0.5059999,-1.403136,CCCCCCCCC(C)C=O
0.3845725,-1.381742,CCCCCCCCC(O)=O
0.3731365,-1.35295,CCCCCCCCC(OCC)OCC
0.5115124,-1.373376,CCCCCCCCC/C=C/C=O
0.5347422,-1.322369,CCCCCCCCC=O
0.6743886,-1.537196,CCCCCCCCCC#C
0.3654564,-1.461198,CCCCCCCCCC#N
0.6559001,-1.400596,CCCCCCCCCC(C)=O
0.7404989,-1.339689,CCCCCCCCCC(C)C(O)=O
0.4766916,-1.374264,CCCCCCCCCC(C)C(OCC)OCC
0.5339367,-1.394024,CCCCCCCCCC(C)C=O
0.005355764,-1.400386,CCCCCCCCCC(CC#N)C
0.3858201,-1.378145,CCCCCCCCCC(O)=O
0.3942323,-1.516239,CCCCCCCCCC(O)C
0.3814652,-1.353,CCCCCCCCCC(OCC)=O
0.3815036,-1.354326,CCCCCCCCCC(OCC)OCC
0.5275141,-1.395422,CCCCCCCCCC/C=C/C=O
0.3497359,-1.449334,CCCCCCCCCCC#N
0.3898718,-1.355701,CCCCCCCCCCC(OCC)OCC
0.4403625,-1.429558,CCCCCCCCCCC=CC#N
0.6068829,-1.284079,CCCCCCCCCCC=O
0.3340161,-1.437473,CCCCCCCCCCCC#N
0.7467631,-1.392841,CCCCCCCCCCCC(C)=O
0.3883177,-1.370952,CCCCCCCCCCCC(O)=O
0.396874,-1.349251,CCCCCCCCCCCC(OCC)=O
0.3982404,-1.357076,CCCCCCCCCCCC(OCC)OCC
0.6429524,-1.264934,CCCCCCCCCCCC=O
0.5988669,-1.447944,CCCCCCCCCCCCC=C
0.6790221,-1.24579,CCCCCCCCCCCCC=O
0.8376266,-1.385086,CCCCCCCCCCCCCC(C)=O
0.3908147,-1.36376,CCCCCCCCCCCCCC(O)=O
0.7745562,-1.042923,CCCCCCCCCCCCCC(OC(C)C)=O
0.4122809,-1.345501,CCCCCCCCCCCCCC(OCC)=O
0.5726494,-1.438319,CCCCCCCCCCCCCCC
0.6564036,-1.418058,CCCCCCCCCCCCCCC=C
0.5709151,-1.013499,CCCCCCCCCCCCCCCC(OC)=O
0.4276897,-1.341753,CCCCCCCCCCCCCCCC(OCC)=O
0.6851704,-1.403115,CCCCCCCCCCCCCCCC=C
0.5910999,-1.401203,CCCCCCCCCCCCCCCCC
0.6095449,-1.364088,CCCCCCCCCCCCCCCCCCC
0.4003548,-1.445855,CCCCCCCCCCCCCCCCO
0.3926452,-1.447277,CCCCCCCCCCCCCCO
0.3849359,-1.448698,CCCCCCCCCCCCO
0.2881243,-1.259338,CCCCCCCCCCCCOC(C(C)C)=O
0.2243917,-1.459909,CCCCCCCCCCCCOC(C)=O
0.2275863,-1.220882,CCCCCCCCCCCCOCCOCCO
0.2462378,-1.114945,CCCCCCCCCCCCS
0.3810809,-1.449406,CCCCCCCCCCCO
0.3772251,-1.450118,CCCCCCCCCCO
0.3599876,-1.482786,CCCCCCCCCCOC
0.2395426,-1.445582,CCCCCCCCCCOC(C)=O
0.3436672,-1.352631,CCCCCCCCCCOC(CC)=O
0.1659067,-1.536068,CCCCCCCCCCOC=C
0.3733702,-1.450828,CCCCCCCCCO
0.3695151,-1.451537,CCCCCCCCO
0.2546919,-1.431254,CCCCCCCCOC(C)=O
0.3656598,-1.452249,CCCCCCCO
0.3618055,-1.452959,CCCCCCO
0.3326381,-1.474699,CCCCCCOC
0.2531949,-1.404819,CCCCCCOC(C)OCC
0.35795,-1.453669,CCCCCO
0.2774172,-1.409763,CCCCCOC(C)=O
0.328259,-1.35638,CCCCCOC(CCCCC)=O
0.2021575,-1.443536,CCCCCOC=O
0.3540952,-1.454379,CCCCO
0.2849927,-1.402598,CCCCOC(C)=O
0.21991,-1.210655,CCCCOCCC1=CC=CC=C1
0.2845111,-1.357606,CCCCOCCO
0.1967476,-1.226564,CCCCOCCOCCO
0.5020783,-1.486566,CCCCSCCCC
0.3502398,-1.455088,CCCO
0.2925671,-1.395434,CCCOC(C)=O
0.4012433,-1.388433,CCCSSCCC
0.2738846,-1.068147,CCC[C@H]1CCO[C@@H](C)S1
0.2889389,-1.267069,CCOC(=O)C(C1=CC=CC=C1)O
0.1528133,-1.360637,CCOC(C(C)C)=O
0.4904304,-1.353249,CCOC(C(C)CC1=CC=C(C=C1)C(C)C)OCC
0.1357548,-1.396274,CCOC(C(C)O)=O
0.2757933,-1.254099,CCOC(C1=CC=CC=C1O)=O
0.1586506,-1.290874,CCOC(C1C(C)CCCC(C)1C)=O
0.393632,-1.162164,CCOC(C1C(C2=CC=CC=C2)(C)O1)=O
0.1584656,-1.235165,CCOC(C=CC1=CC=CC=C1)OCC
0.2439739,-1.319622,CCOC(CC(C)C)=O
0.1161346,-1.048786,CCOC(CC(CC(OCC)=O)(O)C(OCC)=O)=O
0.4366866,-1.196078,CCOC(CCC(OCC)=O)=O
0.2897386,-1.365752,CCOC(CCC)=O
0.1979071,-1.235501,CCOC(CCC1=CC=CC=C1)=O
0.2974423,-1.363879,CCOC(CCCC)=O
0.328259,-1.35638,CCOC(CCCCCCCC)=O
0.09631929,-1.527752,CCOC(CCCCCCCCC=C)OCC
0.2398428,-1.24514,CCOC(OCC)/C=C/CC/C=C\CC
0.1800344,-1.27125,CCOC(OCC)C1=CC(OCO2)=C2C=C1
0.1491629,-1.305611,CCOC(OCC)C1=CC=CC=C1
0.2169369,-1.321549,CCOC(OCC)CC1=CC=CC=C1
0.2157788,-1.257815,CCOC1=CC(C=O)=CC=C1O
0.5130758,-1.223589,CCOC1=CC(OC2=O)=C(C(C)=C2)C=C1
0.4570474,-1.360298,CCOC1=CC2=CC=CC=C2C=C1
0.1585749,-1.278087,CCOCC1=CC=CC=C1
0.189493,-1.205297,CCOCCC1=CC=CC=C1
0.2667102,-1.385858,CCOCCOCCO
0.4463655,-1.040135,CCOCOC1CCCCCCCCCCC1
0.2625452,-1.210954,CN1C(C2=CC=CN=C2)CCC1
0.4066515,-1.239357,CNC1=C(C(OC)=O)C=CC=C1
0.2986949,-1.441183,COC(C)=O
0.4677045,-1.329514,COC(C1)C2CC1C3C2C(C=O)CC3
0.3187704,-1.393887,COC(CC)OCC\C=C/CC
0.2955266,-1.395823,COC(CCC)=O
0.3076989,-1.203351,COC(N=CC=N1)=C1C(C)C
0.3182557,-1.169536,COC(N=CC=N1)=C1CCCC(C)C
0.1866265,-1.343074,COC(OC)CC1=CC=CC=C1
0.6096128,-1.400263,COC1(OC)CCCCCCCCCCC1
0.5591758,-1.237529,COC1=C(/C=C/C=O)C=CC=C1
0.4318013,-1.247982,COC1=C(C=O)C=CC=C1
0.2310829,-1.27597,COC1=C(O)C=CC(C=O)=C1
0.1722056,-1.376688,COC1=C(OC)C(OC)=CC(CC=C)=C1
0.2702916,-1.250003,COC1=C(OC)C=C(C)C=C1
0.1292887,-1.166528,COC1=CC(C(C)(C)C)=C(OC)C=C1
0.3160798,-1.250788,COC1=CC(CC=C)=CC=C1OC(C)=O
0.572067,-1.392974,COC1=CC(OC2=O)=C(C=C2)C(OC)=C1
0.4208629,-1.254827,COC1=CC2=C(C=C1)C=CC=C2
0.3533712,-1.258074,COC1=CC=C(C(C)=O)C=C1
0.3175799,-1.249647,COC1=CC=C(C(O)=O)C=C1
0.4051803,-1.233825,COC1=CC=C(C(OC)=O)C=C1
0.3052387,-1.28541,COC1=CC=C(C)C=C1
0.4988203,-1.263002,COC1=CC=C(C=C2)C(OC2=O)=C1
0.4318013,-1.247982,COC1=CC=C(C=O)C=C1
0.3779559,-1.275251,COC1=CC=C(CC(C)=O)C=C1
0.4608838,-1.218341,COC1=CC=C(CC(C)C(OCC)OCC)C=C1
0.4382077,-1.186924,COC1=CC=C(CC(C=O)C)C=C1
0.4362468,-1.285684,COC1=CC=C(CC=C)C=C1OC
0.3653753,-1.267023,COC1=CC=C(CCC(C)=O)C=C1
0.2860868,-1.284168,COC1=CC=C(CCC)C=C1
0.1332307,-1.11296,COC1=CC=C(CCOC)C=C1
0.403759,-1.253914,COC1=CC=C(CO)C=C1
0.2777011,-1.161833,COC1=CC=C(COC(C)=O)C=C1
0.4198673,-1.297776,COC1=CC=C(O)C=C1
0.2658328,-1.317381,COC1=CC=C(OC)C=C1
0.280331,-1.222475,COC1=CC=C([C@@H]2[C@H](C2)C)C=C1
0.4907526,-1.359797,COC1=CC=CC=C1C(OC)=O
0.3033622,-1.3574,COC1=CC=CC=C1C(OCC)=O
0.0978817,-1.218963,COC1=CC=CC=C1COCC
0.3209637,-1.377279,COC1=CC=CC=C1OC
-0.01233879,-1.178693,COC1=CN=CC(CC(C)C)=N1
0.2744447,-1.443269,COC1C2C(CC)CC(C1)C2
0.3069386,-1.415728,COCC(C)O
0.3822228,-1.369436,COCC(C)OC(C)CO
0.3491041,-1.261452,COCC1=CC(OCC)=C(O)C=C1
0.1644913,-1.293558,COCC1=CC=CC=C1
0.1228744,-1.213415,COCC1=CN=CC=N1
0.2043078,-1.220756,COCCC1=CC=CC=C1
0.423267,-1.065295,COCOC1CCCCCCCCCCC1
0.4297343,-1.325321,CO[C@H]1C[C@H]2C(C)(C)[C@]1(C)CC2
0.4281155,-1.289205,CSCCC(OC)=O
0.4060969,-1.265638,CSCCC(OCC)=O
0.3690892,-1.415284,CSSC
0.6224844,-1.322518,C[C@@H](C1)C2=C(C1=O)[C@@H](C)CC[C@@H](C(C)=C)C2
1.165196,-1.153732,C[C@@H](C1)CCCCCCCCCCCCC1=O
0.4416023,-1.187738,C[C@@H](C1)CC[C@@H](C(C)(C)S)C1=O
0.6368622,-1.38729,C[C@@H](CC=O)CCC=C(C)C
0.2042021,-1.252473,C[C@@H](CC[C@@H]1C2)[C@@H]2C1(C)C
0.6912743,-1.442943,C[C@@H]1C2=C(CC1)[C@](C3(C)C)(C)CC[C@@H]3C2
0.6234158,-1.316196,C[C@@H]1C2=C(C[C@H](C(C)(O)C)CC1)[C@@H](C)CC2
0.568836,-1.329212,C[C@@H]1C2=C(C[C@H](C(C)=C)CC1)[C@@H](C)CC2
0.5321839,-1.307848,C[C@@H]1CC=C(C)[C@H](/C=C/C(C)=O)C1(C)C
0.5742577,-1.345327,C[C@@H]1CCC(C2C)C(OC2=O)C1
0.4574733,-1.256826,C[C@@H]1CCC(C=C1)=C(C)C
0.5255622,-1.317909,C[C@@H]1CCC=C2[C@]1(C=C(CC2)C(C)CO)C
0.2683945,-1.099478,C[C@@H]1CC[C@@H](C(C)=C)[C@H](O)C1
-0.08528142,-1.109262,C[C@@H]1CC[C@@H](C(C)C)[C@H](OC(C(C)O)=O)C1
0.5785729,-1.031114,C[C@@H]1CC[C@@H]([C@@H]2C)C(OC2=O)C1
0.1342916,-1.195887,C[C@@H]1[C@H](COC(C)=O)CC[C@H](C)C1
0.7099307,-1.406663,C[C@@](CC1)(CCC2)[C@@]3(C2=C)C[C@@H]1C(C)(C)O3
0.4941043,-1.24518,C[C@@]1(C2=CC=C(C)C=C2)CCCC1(C)C
0.5657789,-1.145839,C[C@@]1(CCC2)CC[C@@H](C(C)=C)C[C@@]1([H])C2=C
0.0463781,-1.223182,C[C@@]1(O2)CC[C@]3([H])[C@](C)(CCCC3(C)C)[C@H]1CC2=O
0.1597925,-1.212623,C[C@@]1([C@@H](CCO2)[C@@]2(C)CC3)[C@]3([H])C(C)(C)CCC1
0.02798505,-1.241233,C[C@@]1([C@H](CCO2)[C@@]2(C)CC3)[C@]3([H])C(C)(C)CCC1
0.4688613,-1.116495,C[C@@]12C(CC[C@@H](C(C)=C)C2)=CCC[C@H]1C
0.6574379,-1.331329,C[C@@]12C3=C1[C@]([C@@]4([H])C3)([H])C(C)(C)CCC[C@]24C
0.5612902,-1.376273,C[C@@]12C=CCC(C)[C@@]13CC(C)(C)[C@@H]2CC3
0.7102427,-1.420586,C[C@@]12CCC3C(C)(C)[C@]1(O)CC[C@H](C)C2C3
0.2324706,-1.221656,C[C@@]12CC[C@H](C2(C)C)C[C@@H]1OC(C(C)C)=O
0.260982,-1.140398,C[C@@]12CC[C@H](C2(C)C)C[C@@H]1OC(C)=O
0.2099363,-1.130708,C[C@@]12CC[C@H](C2(C)C)C[C@@H]1OC(CC)=O
0.5196483,-1.380757,C[C@@]12CC[C@H](C2)C(C)(C)C1(O)C
0.5262,-1.374709,C[C@H](CC(O)C)CCC=C(C)C
0.4968141,-1.4699,C[C@H](CC1)C2=C([C@H]3[C@@H]1C3(C)C)[C@H](C)CC2
0.4048128,-1.28052,C[C@H](CC=O)[C@@H]1CCC(C)=CC1
0.1270377,-1.295547,C[C@H](CC[C@@H]1C2)[C@@H]2C1(C)C
-0.0490607,-1.222079,C[C@H](O)[C@@H](C)O
0.1219403,-1.16525,C[C@H]1CCC2=C(C)CC[C@H](C[C@]21[H])C(C)=C
0.2611227,-1.213729,C[C@H]1C[C@@H](O)[C@H](C(C)=C)CC1
0.3308377,-1.192814,C[C@H]1[C@@H](COC(C)=O)CCC(C)=C1
0.2089513,-1.312041,C[C@H]1[C@@H]2C[C@]2(C(C)C)CC1=O
0.1672687,-1.298275,C[C@H]1[C@H]2C[C@@]2(C(C)C)CC1=O
0.4831501,-1.301098,C[C@]1(C=C)[C@H](C(C)=C)C[C@H](C(C)(O)C)CC1
0.5795911,-1.269101,C[C@]1(CC/C=C(COC(C)=O)/C)C([C@@H]2CC[C@H]1C2)=C
0.238995,-1.32535,C[C@]1(CCC=C(C)C)[C@H]2C[C@@H]1CC=C2C
0.2698815,-1.262488,C[C@]1([C@@H](OCC(C)CO)C2)CC[C@@H]2C1(C)C
0.2928479,-1.246969,C[C@]12C(C=CC[C@H]2C)=CC[C@@H](C(C)=C)C1
0.2440861,-1.155933,C[C@]12CC[C@@H](C2)C(C)(C)[C@@H]1O
0.3225496,-1.147498,C[C@]12CC[C@@H](C[C@@H]2O)C1(C)C
0.3679081,-1.260408,ClC(Cl)(Cl)C(OC(C)=O)C1=CC=CC=C1
0.4450246,-1.127874,N#C/C=C/C1=CC=CC=C1
0.2019088,-1.332637,N#CC(C1=CC=CC=C1)=C2CCCCC2
0.3339164,-1.233544,N#CCC1=CC=CC=C1
0.3335305,-1.428358,N#CCCCCCCC
0.4425734,-1.218158,NC1=C(C(OC)=O)C=CC=C1
0.3648062,-1.224548,NC1=C(C(OCC)=O)C=CC=C1
0.07641929,-1.040332,O=C(/C(C)=C(C(C)C)/C)/C=C/C
0.3188392,-1.312597,O=C(/C(C)=C/C)OCC(C)C
0.3534832,-1.227111,O=C(/C(C)=C/C)OCCC1=CC=CC=C1
0.2769955,-1.400744,O=C(/C(C)=C\C)OCC(C)C
0.2925318,-1.418783,O=C(/C(C)=C\C)OCCC(C)C
0.3012829,-1.43209,O=C(/C(C)=C\C)OCCC(CC)C
0.2307623,-1.394245,O=C(/C=C(C)\C=C)C=C(C)C
0.2115765,-1.382758,O=C(/C=C(C)\C=C)CC(C)C
0.2040474,-1.358108,O=C(/C=C(C=C)\C)CC(C)C
0.1893263,-1.511737,O=C(/C=C/C)OCCCCCCCC
0.3273245,-1.089721,O=C(/C=C/C1=CC=CC=C1)OCCC2=CC=CC=C2
0.4514613,-1.150142,O=C(C(C)(C)C)OCC1=CC=CC=C1
0.4575847,-1.109516,O=C(C(C)(C)C)OCCC1=CC=CC=C1
0.4825239,-0.9918096,O=C(C(C)=O)C1=CC=CC=C1
0.601208,-1.06734,O=C(C(C)C)OC/C=C/C1=CC=CC=C1
0.3451801,-1.441044,O=C(C(C)C)OCC/C=C\CC
0.4223908,-1.166248,O=C(C(C)C)OCC1=CC=CC=C1
0.4285147,-1.125622,O=C(C(C)C)OCCC1=CC=CC=C1
0.453984,-1.119694,O=C(C(C)C)OCCCC1=CC=CC=C1
0.2792701,-1.383428,O=C(C(C)C)OCCCCC
0.4008569,-1.085789,O=C(C(C)C)OCCOC1=CC=CC=C1
0.4962023,-1.192523,O=C(C(C)CC)OCCC1=CC=CC=C1
0.4351788,-1.06339,O=C(C(C=CC=C1)=C1O)OC2=CC=C(C)C=C2
0.2426679,-1.324146,O=C(C(CC(C)=C)C(C)=O)OCC
0.2387493,-1.078486,O=C(C(CC)C)C(OCC)=O
0.3195648,-1.36066,O=C(C(CC)C)OCC
0.1803361,-1.040372,O=C(C(CCC=C12)C1C(C)(C)CC2C)C
0.2127843,-1.388731,O=C(C(O)C)OC
0.4580424,-1.075247,O=C(C(OC)=O)C1=CC=CC=C1
0.4322175,-1.180642,O=C(C)C1=CC=C2C(C=CC=C2)=C1
0.4674251,-1.233892,O=C(C)C1=CC=CC=C1
0.4019136,-1.145013,O=C(C)C1=CC=CC=N1
0.3649338,-1.211135,O=C(C)CC(OCC)=O
0.3330856,-1.207407,O=C(C)CC1=CC(OCO2)=C2C=C1
0.3425627,-1.178946,O=C(C)CC1=CC=C(C(C)(C)C)C=C1
0.3119616,-1.312728,O=C(C)CC1=CC=CC=C1
0.5417794,-1.141593,O=C(C)OC1CC2CC1C3C2C=CC3
0.5109665,-1.234166,O=C(C)OC1CC2CC1C3C2CCC3
0.2451188,-1.254992,O=C(C)OC1CCC2C(CCCC2)C1
0.2380642,-1.380487,O=C(C)OC1CCCCC1
0.4027246,-1.445136,O=C(C)OCC(CCCC)CC
0.3419164,-1.248617,O=C(C)OCC=CC1=CC=CC=C1
0.5136389,-1.231413,O=C(C)OCCC1=CC=C(C)C=C1
0.3530015,-1.214073,O=C(C)OCCC1=CC=CC=C1
0.2232312,-1.41349,O=C(C)OCCC1CCCCC1
0.200428,-1.496773,O=C(C)OCCCCCC
0.1622049,-1.523674,O=C(C)OCCCCCCC
0.7261468,-1.175644,O=C(C1=CC=CC=C1)C2=CC=CC=C2
0.3238152,-1.373125,O=C(C1C2(C3)CCC3C1(C)C)CCC2(C)C
0.1392337,-1.289753,O=C(C1CC1)OCC/C=C\CC
0.5526528,-1.118832,O=C(C=C(C)C)OCCC1=CC=CC=C1
0.4862005,-1.230849,O=C(C=C)OCC(O[C@H]([C@]1([H])CCCC(C)(C)C1)C)(C)C
0.2862175,-1.262617,O=C(CC)C(CC)=O
0.2192124,-1.446427,O=C(CC)OC(CC(C)C)C
0.2369368,-1.30838,O=C(CC)OC1C(C2CC=CC32)CC3C1
0.3214119,-1.418069,O=C(CC)OCC
0.4353366,-1.463488,O=C(CC)OCC(C)CC
0.3002553,-1.219641,O=C(CC)OCC1=CC=CC=C1
0.3602154,-1.207085,O=C(CC)OCCCC1=CC=CC=C1
0.2480522,-1.166348,O=C(CC)OCCOC1=CC=CC=C1
0.1648223,-1.29016,O=C(CC1)OCC1CCCCC
0.2566524,-1.394082,O=C(CC1=CC=CC=C1)CC2=CC=CC=C2
0.2262562,-1.243397,O=C(CC1=CC=CC=C1)OC
0.3577681,-1.293674,O=C(CC1=CC=CC=C1)OCC(C)CC
-2.894009e-05,-1.320411,O=C(CC1=CC=CC=C1)OCC2=CC=CC=C2
0.3171369,-1.349422,O=C(CCC(C)(C)C1)C1CC
0.4335992,-1.456688,O=C(CCC)CCCCC
0.2758244,-1.436317,O=C(CCC)OCCCC
0.3856852,-1.201157,O=C(CCC)OCCCC1=CC=CC=C1
0.255847,-1.448153,O=C(CCC)OCCCCC
0.2358696,-1.459989,O=C(CCC)OCCCCCC
0.3391632,-1.242874,O=C(CCCC)OCC/C=C/CC
0.3856852,-1.201157,O=C(CCCC)OCCC1=CC=CC=C1
0.4620944,-1.183372,O=C(CCCCCCC)OCCC1=CC=CC=C1
0.3460124,-1.150748,O=C(CCCO1)CCCCCCCCCCC1=O
0.003108611,-0.8569105,O=C(N(C)C1=C2N(C)C=N1)N(C)C2=O
0.3888671,-1.302719,O=C(O)C1=CC=CC=C1
0.2976345,-1.26261,O=C(O)CC1=CC=CC=C1
0.4182054,-1.220441,O=C(O)CCC1=CC=CC=C1
0.3259574,-1.29523,O=C(O/1)C2=C(C1=C\CC)C=CC=C2
0.4358242,-1.264646,O=C(O1)C2=C(C1=CCCC)C=CC=C2
0.4074615,-1.225002,O=C(O1)CCC2C1C3CC2C(C3)=CC
0.2837537,-1.37232,O=C(OC(C)CCC)CCC
0.3793733,-1.353389,O=C(OC(C1)C2CC1C3C2CC=C3)C(C)C
0.2587347,-1.376673,O=C(OC)C(CC)CCCC
0.3001986,-1.140609,O=C(OC)C1=C(C=CC=C1)NC(C)=O
0.7364497,-1.176456,O=C(OC)C1=C(N=CC2=CC=CC=C2)C=CC=C1
0.5696182,-1.23323,O=C(OC)C1=CC=C(O)C=C1
0.4335688,-1.272189,O=C(OC)C1=CC=CC=C1
0.2931107,-1.071757,O=C(OC)C1=CC=CC=C1N/C=C2CCC(C)=CC/2C
